公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
000001,<a href='http://www.szse.cn/certificate/individual/index.html?code=000001' target='_blank'><u>平安银行</u></a>,平安银行股份有限公司,"Ping An Bank Co., Ltd.",广东省深圳市罗湖区深南东路5047号,000001,平安银行,1991-04-03,"17,170,411,366","17,170,246,773",,,,0,0,华南,广东,深圳市,J 金融业,www.bank.pingan.com
000002,<a href='http://www.szse.cn/certificate/individual/index.html?code=000002' target='_blank'><u>万  科Ａ</u></a>,万科企业股份有限公司,"CHINA VANKE CO., LTD.",广东省深圳市盐田区大梅沙环梅路33号万科中心,000002,万  科Ａ,1991-01-29,"9,724,196,533","9,715,170,043",,,,0,0,华南,广东,深圳市,K 房地产,www.vanke.com
000004,<a href='http://www.szse.cn/certificate/individual/index.html?code=000004' target='_blank'><u>国农科技</u></a>,深圳中国农大科技股份有限公司,"SHENZHEN CAU TECHNOLOGY CO., LTD",广东省深圳市南山区中心路（深圳湾段）3333号中铁南方总部大厦503室,000004,国农科技,1990-12-01,"83,976,684","83,013,184",,,,0,0,华南,广东,深圳市,C 制造业,www.sz000004.cn
000005,<a href='http://www.szse.cn/certificate/individual/index.html?code=000005' target='_blank'><u>世纪星源</u></a>,深圳世纪星源股份有限公司,SHENZHEN FOUNTAIN CORPORATION,广东省深圳市人民南路发展中心大厦13层,000005,世纪星源,1990-12-10,"1,058,536,842","951,222,460",,,,0,0,华南,广东,深圳市,N 公共环保,www.fountain.com.cn
000006,<a href='http://www.szse.cn/certificate/individual/index.html?code=000006' target='_blank'><u>深振业Ａ</u></a>,深圳市振业(集团)股份有限公司,"SHENZHEN ZHENYE(GROUP) CO.,LTD.",广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,000006,深振业Ａ,1992-04-27,"1,349,995,046","1,347,786,178",,,,0,0,华南,广东,深圳市,K 房地产,www.zhenye.com
000007,<a href='http://www.szse.cn/certificate/individual/index.html?code=000007' target='_blank'><u>全新好</u></a>,深圳市全新好股份有限公司,"SHENZHEN Quanxinhao CO., LTD.",广东省深圳市福田区梅林街道梅康路8号理想时代大厦6楼,000007,全新好,1992-04-13,"346,448,044","308,948,044",,,,0,0,华南,广东,深圳市,K 房地产,
000008,<a href='http://www.szse.cn/certificate/individual/index.html?code=000008' target='_blank'><u>神州高铁</u></a>,神州高铁技术股份有限公司,"China High-Speed Railway Technology Co., Ltd.",北京市海淀区高梁桥斜街59号院1号楼16层1606,000008,神州高铁,1992-05-07,"2,818,329,809","2,541,311,044",,,,0,0,华北,北京,北京市,C 制造业,www.shenzhou-gaotie.com
000009,<a href='http://www.szse.cn/certificate/individual/index.html?code=000009' target='_blank'><u>中国宝安</u></a>,中国宝安集团股份有限公司,"CHINA BAOAN GROUP CO., LTD.",广东省深圳市笋岗东路1002号宝安广场A座28-29层,000009,中国宝安,1991-06-25,"2,149,344,971","2,119,789,066",,,,0,0,华南,广东,深圳市,S 综合,www.chinabaoan.com
000010,<a href='http://www.szse.cn/certificate/individual/index.html?code=000010' target='_blank'><u>美丽生态</u></a>,深圳美丽生态股份有限公司,"SHENZHEN ECOBEAUTY CO., LTD.",广东省深圳市宝安区西乡街道宝安桃花源科技创新园主园A栋孵化大楼321-322室,000010,美丽生态,1995-10-27,"819,854,713","522,171,348",,,,0,0,华南,广东,深圳市,E 建筑业,
000011,<a href='http://www.szse.cn/certificate/individual/index.html?code=000011' target='_blank'><u>深物业A</u></a>,深圳市物业发展(集团)股份有限公司,ShenZhen Properties & Resources Development (Group) Ltd.,广东省深圳市人民南路国贸大厦39、42层,000011,深物业A,1992-03-30,"528,373,849","175,810,726",200011,深物业B,1992-03-30,"67,605,243","67,605,243",华南,广东,深圳市,K 房地产,www.szwuye.com.cn
000012,<a href='http://www.szse.cn/certificate/individual/index.html?code=000012' target='_blank'><u>南  玻Ａ</u></a>,中国南玻集团股份有限公司,"CSG HOLDING CO.,LTD.",广东省深圳市蛇口工业六路一号南玻大厦,000012,南  玻Ａ,1992-02-28,"1,848,252,350","1,735,816,386",200012,南  玻Ｂ,1992-02-28,"1,008,517,328","1,008,514,849",华南,广东,深圳市,C 制造业,www.csgholding.com
000014,<a href='http://www.szse.cn/certificate/individual/index.html?code=000014' target='_blank'><u>沙河股份</u></a>,沙河实业股份有限公司,"SHAHE INDUSTRIAL CO.,LTD.",广东省深圳市南山区白石路2222号沙河世纪楼,000014,沙河股份,1992-06-02,"201,705,187","201,705,187",,,,0,0,华南,广东,深圳市,K 房地产,www.shahe.cn
000016,<a href='http://www.szse.cn/certificate/individual/index.html?code=000016' target='_blank'><u>深康佳Ａ</u></a>,康佳集团股份有限公司,"KONKA GROUP CO.,LTD",广东省深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,000016,深康佳Ａ,1992-03-27,"1,596,593,800","1,596,574,300",200016,深康佳Ｂ,1992-03-27,"811,351,608","811,351,608",华南,广东,深圳市,C 制造业,www.konka.com
000017,<a href='http://www.szse.cn/certificate/individual/index.html?code=000017' target='_blank'><u>深中华A</u></a>,深圳中华自行车(集团)股份有限公司,SHENZHEN CHINA BICYCLE COMPANY(HOLDINGS) LIMITED,广东省深圳市布心路三零零八号,000017,深中华A,1992-03-31,"302,984,965","302,981,008",200017,深中华B,1992-03-31,"248,362,982","248,362,982",华南,广东,深圳市,C 制造业,www.cbc.com.cn
000018,<a href='http://www.szse.cn/certificate/individual/index.html?code=000018' target='_blank'><u>神州长城</u></a>,神州长城股份有限公司,"Sino Great Wall Co.,Ltd.",广东省深圳市大鹏新区葵涌街道白石岗葵鹏路26号,000018,神州长城,1992-06-16,"1,434,441,780","752,917,869",200018,神州B,1992-06-16,"263,803,231","263,803,231",华南,广东,深圳市,E 建筑业,www.sgwde.com
000019,<a href='http://www.szse.cn/certificate/individual/index.html?code=000019' target='_blank'><u>深深宝Ａ</u></a>,深圳市深宝实业股份有限公司,"SHENZHEN SHENBAO INDUSTRIAL CO.,LTD",广东省深圳市南山区粤海街道学府路科技园南区软件产业基地4栋B座8层,000019,深深宝Ａ,1992-10-12,"445,033,023","415,954,636",200019,深深宝Ｂ,1992-10-12,"51,749,280","51,749,280",华南,广东,深圳市,C 制造业,www.sbsy.com.cn
000020,<a href='http://www.szse.cn/certificate/individual/index.html?code=000020' target='_blank'><u>深华发Ａ</u></a>,深圳中恒华发股份有限公司,"SHENZHEN ZHONGHENG HUAFA CO., LTD.",广东省深圳市福田区华发北路411幢,000020,深华发Ａ,1992-04-28,"181,165,391","181,165,391",200020,深华发Ｂ,1992-04-28,"101,995,836","101,995,836",华南,广东,深圳市,C 制造业,www.hwafa.com.cn
000021,<a href='http://www.szse.cn/certificate/individual/index.html?code=000021' target='_blank'><u>深科技</u></a>,深圳长城开发科技股份有限公司,"SHENZHEN KAIFA TECHNOLOGY CO., LTD",广东省深圳市福田区彩田路7006号,000021,深科技,1994-02-02,"1,471,259,363","1,470,715,176",,,,0,0,华南,广东,深圳市,C 制造业,www.kaifa.com.cn
000022,<a href='http://www.szse.cn/certificate/individual/index.html?code=000022' target='_blank'><u>深赤湾Ａ</u></a>,深圳赤湾港航股份有限公司,Shenzhen Chiwan Wharf Holdings Limited,广东省深圳市赤湾,000022,深赤湾Ａ,1993-05-05,"464,868,300","464,859,300",200022,深赤湾Ｂ,1993-05-05,"179,895,430","179,874,400",华南,广东,深圳市,G 运输仓储,www.szcwh.com
000023,<a href='http://www.szse.cn/certificate/individual/index.html?code=000023' target='_blank'><u>深天地Ａ</u></a>,深圳市天地(集团)股份有限公司,"SHENZHEN UNIVERSE (GROUP)CO.,LTD",广东省深圳市高新技术产业园北区朗山路东物商业大楼10楼,000023,深天地Ａ,1993-04-29,"138,756,240","138,756,240",,,,0,0,华南,广东,深圳市,C 制造业,www.000023.cn
000025,<a href='http://www.szse.cn/certificate/individual/index.html?code=000025' target='_blank'><u>特  力Ａ</u></a>,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",广东省深圳市深南中路中核大厦,000025,特  力Ａ,1993-06-21,"270,881,600","270,881,600",200025,特  力Ｂ,1993-06-21,"26,400,000","26,400,000",华南,广东,深圳市,F 批发零售,www.tellus.cn
000026,<a href='http://www.szse.cn/certificate/individual/index.html?code=000026' target='_blank'><u>飞亚达Ａ</u></a>,飞亚达（集团）股份有限公司,FIYTA  HOLDINGS  LTD.,广东省深圳市南山区高新南一道飞亚达科技大厦,000026,飞亚达Ａ,1993-06-03,"357,096,881","356,716,368",200026,飞亚达Ｂ,1993-06-03,"81,648,000","81,648,000",华南,广东,深圳市,F 批发零售,www.fiytagroup.com
000027,<a href='http://www.szse.cn/certificate/individual/index.html?code=000027' target='_blank'><u>深圳能源</u></a>,深圳能源集团股份有限公司,"Shenzhen Energy Group Co., Ltd.",广东省深圳市福田区金田路2026号能源大厦北塔楼9，29-31，34-41层,000027,深圳能源,1993-09-03,"3,964,491,597","3,964,491,597",,,,0,0,华南,广东,深圳市,D 水电煤气,www.sec.com.cn
000028,<a href='http://www.szse.cn/certificate/individual/index.html?code=000028' target='_blank'><u>国药一致</u></a>,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,广东省深圳市福田区八卦四路15号一致药业大楼,000028,国药一致,1993-08-09,"373,241,383","307,744,355",200028,一致Ｂ,1993-08-09,"54,885,600","54,884,475",华南,广东,深圳市,F 批发零售,www.szaccord.com.cn
000029,<a href='http://www.szse.cn/certificate/individual/index.html?code=000029' target='_blank'><u>深深房Ａ</u></a>,深圳经济特区房地产(集团)股份有限公司,"ShenZhen Special Economic Zone Real Estate&Properties (Group) Co., Ltd.",广东省深圳市人民南路3005号深房广场47楼,000029,深深房Ａ,1993-09-15,"891,660,000","891,591,000",200029,深深房Ｂ,1994-01-10,"120,000,000","120,000,000",华南,广东,深圳市,K 房地产,www.sfjt.com.cn
000030,<a href='http://www.szse.cn/certificate/individual/index.html?code=000030' target='_blank'><u>富奥股份</u></a>,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,吉林省长春市汽车经济技术开发区东风南街777号,000030,富奥股份,1993-09-29,"1,762,733,196","1,750,562,117",200030,富奥B,1993-09-29,"47,818,915","47,818,915",东北,吉林,长春市,C 制造业,
000031,<a href='http://www.szse.cn/certificate/individual/index.html?code=000031' target='_blank'><u>中粮地产</u></a>,中粮地产（集团）股份有限公司,"COFCO  PROPERTY (GROUP) CO.,LTD.",广东省深圳市宝安区新安街道3区龙井二路3号中粮地产集团中心第1层101室,000031,中粮地产,1993-10-08,"1,813,731,596","1,813,722,808",,,,0,0,华南,广东,深圳市,K 房地产,www.cofco-property.cn
000032,<a href='http://www.szse.cn/certificate/individual/index.html?code=000032' target='_blank'><u>深桑达Ａ</u></a>,深圳市桑达实业股份有限公司,"SHENZHEN SED INDUSTRY CO.,LTD",广东省深圳市南山区科技园科技路1号桑达科技大厦15-17楼,000032,深桑达Ａ,1993-10-28,"422,254,134","279,437,184",,,,0,0,华南,广东,深圳市,F 批发零售,www.sedind.com
000034,<a href='http://www.szse.cn/certificate/individual/index.html?code=000034' target='_blank'><u>神州数码</u></a>,神州数码集团股份有限公司,"Digital China Group Co.,Ltd.",广东省深圳市南山区粤海街道科发路8号金融基地1栋11楼E1,000034,神州数码,1994-05-09,"654,070,434","357,889,340",,,,0,0,华南,广东,深圳市,F 批发零售,www.digitalchina.com
000035,<a href='http://www.szse.cn/certificate/individual/index.html?code=000035' target='_blank'><u>中国天楹</u></a>,中国天楹股份有限公司,China Tianying Inc.,江苏省海安县城黄海大道（西）268号,000035,中国天楹,1994-04-08,"1,351,521,423","1,281,089,502",,,,0,0,华东,江苏,南通市,N 公共环保,www.ctyi.com.cn
000036,<a href='http://www.szse.cn/certificate/individual/index.html?code=000036' target='_blank'><u>华联控股</u></a>,华联控股股份有限公司,CHINA UNION HOLDINGS LTD.,广东省深圳市深南中路2008号华联大厦11层(1103-1109室),000036,华联控股,1994-06-17,"1,141,487,712","1,136,343,462",,,,0,0,华南,广东,深圳市,K 房地产,www.udcgroup.com
000037,<a href='http://www.szse.cn/certificate/individual/index.html?code=000037' target='_blank'><u>深南电A</u></a>,深圳南山热电股份有限公司,"SHENZHEN NANSHAN POWER STATION CO.,LTD",广东省深圳市南山区月亮湾大道2097号,000037,深南电A,1994-07-01,"338,908,150","338,894,011",200037,深南电B,1994-11-28,"263,854,446","263,854,446",华南,广东,深圳市,D 水电煤气,www.nsrd.com.cn
000038,<a href='http://www.szse.cn/certificate/individual/index.html?code=000038' target='_blank'><u>深大通</u></a>,深圳大通实业股份有限公司,"SHENZHEN CAPSTONE INDUSTRIAL CO.,LTD.",广东省深圳市南山区沙河街道恩平街华侨城东部工业区东E4栋,000038,深大通,1994-08-08,"522,777,419","179,826,675",,,,0,0,华南,广东,深圳市,L 商务服务,www.chinadatong.com
000039,<a href='http://www.szse.cn/certificate/individual/index.html?code=000039' target='_blank'><u>中集集团</u></a>,中国国际海运集装箱(集团)股份有限公司,"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD",广东省深圳市南山蛇口工业区港湾大道2号中集研发中心8楼,000039,中集集团,1994-04-08,"1,268,382,727","1,267,502,201",,,,0,0,华南,广东,深圳市,C 制造业,www.cimc.com
000040,<a href='http://www.szse.cn/certificate/individual/index.html?code=000040' target='_blank'><u>东旭蓝天</u></a>,东旭蓝天新能源股份有限公司,"TUNGHSU AZURE RENEWABLE ENERGY CO.,LTD.",广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,000040,东旭蓝天,1994-08-08,"1,337,173,272","1,060,313,439",,,,0,0,华南,广东,深圳市,E 建筑业,www.bahjdc.com
000042,<a href='http://www.szse.cn/certificate/individual/index.html?code=000042' target='_blank'><u>中洲控股</u></a>,深圳市中洲投资控股股份有限公司,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",广东省深圳市南山区海德一道88号中洲控股金融中心39层,000042,中洲控股,1994-09-21,"664,831,139","485,435,830",,,,0,0,华南,广东,深圳市,K 房地产,www.zztzkg.com
000043,<a href='http://www.szse.cn/certificate/individual/index.html?code=000043' target='_blank'><u>中航善达</u></a>,中航善达股份有限公司,AVIC SUNDA HOLDING COMPANY LIMITED,广东省深圳市福田区振华路163号飞亚达大厦六楼,000043,中航善达,1994-09-28,"666,961,416","666,819,666",,,,0,0,华南,广东,深圳市,K 房地产,www.carec.com.cn
000045,<a href='http://www.szse.cn/certificate/individual/index.html?code=000045' target='_blank'><u>深纺织Ａ</u></a>,深圳市纺织(集团)股份有限公司,"SHENZHEN TEXTILE (HOLDINGS) CO., LTD",广东省深圳市福田区华强北路3号深纺大厦6楼,000045,深纺织Ａ,1994-08-15,"461,774,149","457,016,599",200045,深纺织Ｂ,1994-08-15,"49,500,000","49,428,000",华南,广东,深圳市,C 制造业,www.chinasthc.com
000046,<a href='http://www.szse.cn/certificate/individual/index.html?code=000046' target='_blank'><u>泛海控股</u></a>,泛海控股股份有限公司,"OCEANWIDE HOLDINGS CO., LTD.",北京市东城区建国门内大街28号民生金融中心C座22层,000046,泛海控股,1994-09-12,"5,196,200,656","5,079,075,646",,,,0,0,华北,北京,北京市,K 房地产,www.fhjs.cn
000048,<a href='http://www.szse.cn/certificate/individual/index.html?code=000048' target='_blank'><u>*ST康达</u></a>,深圳市康达尔(集团)股份有限公司,"SHENZHEN KONDARL(GROUP)CO., LTD",广东省深圳市罗湖区深南东路1086号集浩大厦二、三楼,000048,*ST康达,1994-11-01,"390,768,671","385,392,267",,,,0,0,华南,广东,深圳市,C 制造业,www.kondarl.com
000049,<a href='http://www.szse.cn/certificate/individual/index.html?code=000049' target='_blank'><u>德赛电池</u></a>,深圳市德赛电池科技股份有限公司,"SHENZHEN DESAY BATTERY TECHNOLOGY CO.,LTD",广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼,000049,德赛电池,1995-03-20,"205,243,738","205,243,738",,,,0,0,华南,广东,深圳市,C 制造业,www.desaybattery.com
000050,<a href='http://www.szse.cn/certificate/individual/index.html?code=000050' target='_blank'><u>深天马Ａ</u></a>,天马微电子股份有限公司,"TIANMA MICROELECTRONICS CO., LTD",广东省深圳市龙华区民治街道北站社区留仙大道天马大厦1918,000050,深天马Ａ,1995-03-15,"2,048,123,051","1,400,971,819",,,,0,0,华南,广东,深圳市,C 制造业,www.tianma.cn
000055,<a href='http://www.szse.cn/certificate/individual/index.html?code=000055' target='_blank'><u>方大集团</u></a>,方大集团股份有限公司,"CHINA FANGDA GROUP CO., LTD",广东省深圳市高新区科技南十二路方大大厦,000055,方大集团,1996-04-15,"679,715,472","678,298,229",200055,方大Ｂ,1995-11-29,"503,926,782","503,926,782",华南,广东,深圳市,C 制造业,www.fangda.com
000056,<a href='http://www.szse.cn/certificate/individual/index.html?code=000056' target='_blank'><u>皇庭国际</u></a>,深圳市皇庭国际企业股份有限公司,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO., LTD.",广东省深圳市福田区金田路2028号皇岗商务中心58楼03单元,000056,皇庭国际,1996-07-08,"931,293,708","286,111,180",200056,皇庭B,1995-10-30,"244,051,660","243,022,941",华南,广东,深圳市,K 房地产,www.china-ia.com
000058,<a href='http://www.szse.cn/certificate/individual/index.html?code=000058' target='_blank'><u>深 赛 格</u></a>,深圳赛格股份有限公司,"SHENZHEN SEG CO.,LTD",广东省深圳市福田区华强北路群星广场A座三十一楼,000058,深 赛 格,1996-12-26,"989,194,931","538,003,506",200058,深赛格B,1996-07-22,"246,461,318","246,445,714",华南,广东,深圳市,L 商务服务,www.segcl.com.cn
000059,<a href='http://www.szse.cn/certificate/individual/index.html?code=000059' target='_blank'><u>华锦股份</u></a>,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",辽宁省盘锦市双台子区红旗大街,000059,华锦股份,1997-01-30,"1,599,442,537","1,599,437,929",,,,0,0,东北,辽宁,盘锦市,C 制造业,www.hjch.com
000060,<a href='http://www.szse.cn/certificate/individual/index.html?code=000060' target='_blank'><u>中金岭南</u></a>,深圳市中金岭南有色金属股份有限公司,"SHENZHEN ZHONGJIN LINGNAN NONFEMET CO.,LTD",广东省深圳市福田区车公庙深南大道6013号中国有色大厦24-26楼,000060,中金岭南,1997-01-23,"3,569,685,327","3,568,221,707",,,,0,0,华南,广东,深圳市,C 制造业,www.nonfemet.com
000061,<a href='http://www.szse.cn/certificate/individual/index.html?code=000061' target='_blank'><u>农 产 品</u></a>,深圳市农产品股份有限公司,"SHENZHEN AGRICULTURAL PRODUCTS CO., LTD",广东省深圳市罗湖区布吉路1019号农产品批发市场第一层,000061,农 产 品,1997-01-10,"1,696,964,131","1,695,005,074",,,,0,0,华南,广东,深圳市,L 商务服务,www.szap.com
000062,<a href='http://www.szse.cn/certificate/individual/index.html?code=000062' target='_blank'><u>深圳华强</u></a>,深圳华强实业股份有限公司,"SHENZHEN HUAQIANG INDUSTRY CO., LTD",广东省深圳市福田区华强北路华强广场A座5楼,000062,深圳华强,1997-01-30,"721,316,774","666,949,797",,,,0,0,华南,广东,深圳市,F 批发零售,www.szhq000062.com
000063,<a href='http://www.szse.cn/certificate/individual/index.html?code=000063' target='_blank'><u>中兴通讯</u></a>,中兴通讯股份有限公司,ZTE CORPORATION,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,000063,中兴通讯,1997-11-18,"3,437,169,309","3,433,268,571",,,,0,0,华南,广东,深圳市,C 制造业,www.zte.com.cn
000065,<a href='http://www.szse.cn/certificate/individual/index.html?code=000065' target='_blank'><u>北方国际</u></a>,北方国际合作股份有限公司,NORINCO International Cooperation Ltd.,北京市丰台区南四环西路188号总部基地12区47号楼3层(301、302),000065,北方国际,1998-06-05,"769,505,410","628,943,607",,,,0,0,华北,北京,北京市,E 建筑业,www.norinco-intl.com
000066,<a href='http://www.szse.cn/certificate/individual/index.html?code=000066' target='_blank'><u>中国长城</u></a>,中国长城科技集团股份有限公司,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",广东省深圳南山区科技工业园长城计算机大厦,000066,中国长城,1997-06-26,"2,944,069,459","2,490,717,309",,,,0,0,华南,广东,深圳市,C 制造业,www.greatwall.cn
000068,<a href='http://www.szse.cn/certificate/individual/index.html?code=000068' target='_blank'><u>华控赛格</u></a>,深圳华控赛格股份有限公司,"SHENZHEN HUAKONG SEG CO.,LTD.",广东省深圳市大工业区兰竹大道以北CH3主厂房,000068,华控赛格,1997-06-11,"1,006,671,464","1,006,670,564",,,,0,0,华南,广东,深圳市,C 制造业,www.ssg.com.cn
000069,<a href='http://www.szse.cn/certificate/individual/index.html?code=000069' target='_blank'><u>华侨城Ａ</u></a>,深圳华侨城股份有限公司,"SHENZHEN OVERSEAS CHINESE TOWN CO.,LTD",广东省深圳市南山区华侨城,000069,华侨城Ａ,1997-09-10,"8,204,081,415","6,144,200,630",,,,0,0,华南,广东,深圳市,K 房地产,www.octholding.com
000070,<a href='http://www.szse.cn/certificate/individual/index.html?code=000070' target='_blank'><u>特发信息</u></a>,深圳市特发信息股份有限公司,"SHENZHEN SDG INFORMATION CO., LTD",广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,000070,特发信息,2000-05-11,"626,994,746","541,768,438",,,,0,0,华南,广东,深圳市,C 制造业,www.sdgi.com.cn
000078,<a href='http://www.szse.cn/certificate/individual/index.html?code=000078' target='_blank'><u>海王生物</u></a>,深圳市海王生物工程股份有限公司,"SHENZHEN NEPTUNUS BIOENGINEERING  CO.,LTD",广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,000078,海王生物,1998-12-18,"2,646,613,257","1,856,654,688",,,,0,0,华南,广东,深圳市,F 批发零售,www.neptunus.com
000088,<a href='http://www.szse.cn/certificate/individual/index.html?code=000088' target='_blank'><u>盐 田 港</u></a>,深圳市盐田港股份有限公司,"SHENZHEN YAN TIAN PORT HOLDINGS CO.,LTD",广东省深圳市盐田区盐田港海港大厦17-20层,000088,盐 田 港,1997-07-28,"1,942,200,000","1,942,200,000",,,,0,0,华南,广东,深圳市,G 运输仓储,www.yantian-port.com
000089,<a href='http://www.szse.cn/certificate/individual/index.html?code=000089' target='_blank'><u>深圳机场</u></a>,深圳市机场股份有限公司,"SHENZHEN AIRPORT CO.,LTD",广东省深圳市宝安区宝安机场T3商务区配套写字楼A栋,000089,深圳机场,1998-04-20,"2,050,769,509","2,050,769,509",,,,0,0,华南,广东,深圳市,G 运输仓储,www.szairport.com
000090,<a href='http://www.szse.cn/certificate/individual/index.html?code=000090' target='_blank'><u>天健集团</u></a>,深圳市天健(集团)股份有限公司,"SHENZHEN TAGEN GROUP CO., LTD.",广东省深圳市福田区滨河大道5020号证券大厦21楼,000090,天健集团,1999-07-21,"1,437,342,642","928,160,053",,,,0,0,华南,广东,深圳市,E 建筑业,www.tagen.cn
000096,<a href='http://www.szse.cn/certificate/individual/index.html?code=000096' target='_blank'><u>广聚能源</u></a>,深圳市广聚能源股份有限公司,"SHENZHEN GUANGJU ENERGY CO., LTD",广东省深圳市南山区海德三道天利中央商务广场22楼,000096,广聚能源,2000-07-24,"528,000,000","510,848,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.gj000096.com
000099,<a href='http://www.szse.cn/certificate/individual/index.html?code=000099' target='_blank'><u>中信海直</u></a>,中信海洋直升机股份有限公司,"CITIC OFFSHORE HELICOPTER CO.,LTD",广东省深圳市罗湖区解放西路188号,000099,中信海直,2000-07-31,"606,070,420","606,070,420",,,,0,0,华南,广东,深圳市,G 运输仓储,www.cohc.citic
000100,<a href='http://www.szse.cn/certificate/individual/index.html?code=000100' target='_blank'><u>TCL 集团</u></a>,TCL集团股份有限公司,TCL CORPORATION,广东省惠州市仲恺高新技术开发区十九号小区,000100,TCL 集团,2004-01-30,"13,549,648,507","11,727,930,515",,,,0,0,华南,广东,惠州市,C 制造业,www.tcl.com
000150,<a href='http://www.szse.cn/certificate/individual/index.html?code=000150' target='_blank'><u>宜华健康</u></a>,宜华健康医疗股份有限公司,"YIHUA HEALTHCARE Co., Ltd.",广东省汕头市澄海区文冠路北侧,000150,宜华健康,2000-08-07,"626,926,827","525,581,403",,,,0,0,华南,广东,汕头市,Q 卫生,www.yihuarealestate.com
000151,<a href='http://www.szse.cn/certificate/individual/index.html?code=000151' target='_blank'><u>中成股份</u></a>,中成进出口股份有限公司,CHINA NATIONAL COMPLETE PLANT IMPORT  &  EXPORT CORPORATION LIMITED,北京市丰台区南四环西路188号二区8号楼,000151,中成股份,2000-09-06,"295,980,000","266,540,217",,,,0,0,华北,北京,北京市,F 批发零售,www.complant-ltd.com
000153,<a href='http://www.szse.cn/certificate/individual/index.html?code=000153' target='_blank'><u>丰原药业</u></a>,安徽丰原药业股份有限公司,"ANHUI FENGYUAN PHARMACEUTICAL CO., LTD",安徽省无为县北门外大街108号,000153,丰原药业,2000-09-20,"317,077,630","311,977,230",,,,0,0,华东,安徽,芜湖市,C 制造业,www.bbcayy.com
000155,<a href='http://www.szse.cn/certificate/individual/index.html?code=000155' target='_blank'><u>川化股份</u></a>,川化股份有限公司,SICHUAN  CHEMICAL  COMPANY  LIMITED,四川省成都市青白江区大弯镇团结路311号,000155,川化股份,2000-09-26,"1,270,000,000","937,200,000",,,,0,0,西南,四川,成都市,C 制造业,www.scwltd.com
000156,<a href='http://www.szse.cn/certificate/individual/index.html?code=000156' target='_blank'><u>华数传媒</u></a>,华数传媒控股股份有限公司,"Wasu Media Holding Co.,Ltd",浙江省杭州市滨江区江南大道3850号创新大厦15楼1505室,000156,华数传媒,2000-09-06,"1,433,351,902","1,280,295,337",,,,0,0,华东,浙江,杭州市,R 文化传播,
000157,<a href='http://www.szse.cn/certificate/individual/index.html?code=000157' target='_blank'><u>中联重科</u></a>,中联重科股份有限公司,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD",湖南省长沙市银盆南路361号,000157,中联重科,2000-10-12,"6,405,840,989","6,225,797,057",,,,0,0,华中,湖南,长沙市,C 制造业,www.zoomlion.com
000158,<a href='http://www.szse.cn/certificate/individual/index.html?code=000158' target='_blank'><u>常山北明</u></a>,石家庄常山北明科技股份有限公司,SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO.，LTD,河北省石家庄市和平东路183号,000158,常山北明,2000-07-24,"1,652,874,961","1,624,186,848",,,,0,0,华北,河北,石家庄市,C 制造业,www.changshantex.com
000159,<a href='http://www.szse.cn/certificate/individual/index.html?code=000159' target='_blank'><u>国际实业</u></a>,新疆国际实业股份有限公司,"XINJIANG INTERNATIONAL INDUSTRY CO.,LTD",新疆维吾尔自治区乌鲁木齐市高新区北京南路358号大成国际9楼,000159,国际实业,2000-09-26,"481,139,294","481,104,419",,,,0,0,西北,新疆,乌鲁木齐市,F 批发零售,www.xjgjsy.com
000166,<a href='http://www.szse.cn/certificate/individual/index.html?code=000166' target='_blank'><u>申万宏源</u></a>,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd",新疆乌鲁木齐市高新区北京南路358号大成国际大厦20楼2001室,000166,申万宏源,2015-01-26,"22,535,944,560","20,028,119,193",,,,0,0,西北,新疆,乌鲁木齐市,J 金融业,www.swhygh.com
000301,<a href='http://www.szse.cn/certificate/individual/index.html?code=000301' target='_blank'><u>东方市场</u></a>,江苏吴江中国东方丝绸市场股份有限公司,"Jiangsu Wujiang China Eastern Silk Market Co.,Ltd.",江苏省吴江市盛泽镇市场路丝绸股份大厦,000301,东方市场,2000-05-29,"1,218,236,445","1,218,236,445",,,,0,0,华东,江苏,苏州市,D 水电煤气,www.cesm.com.cn
